Date,Symbol,Open,High,Low,Close,Volume,Turnover
2018-09-03,ADANIPORTS,384,392.95,378.45,384.45,2744322,106478996760000
2018-09-04,ADANIPORTS,384.55,386.95,372.45,373.75,2960605,112023846730000
2018-09-05,ADANIPORTS,374.3,380.5,368.5,379.2,2276777,85143062915000
2018-09-06,ADANIPORTS,381.5,387.5,374.65,384.8,1820623,69251184770000
2018-09-07,ADANIPORTS,383.05,385.6,375.65,377.45,1859785,70766331765000
2018-09-10,ADANIPORTS,375.65,382.95,370.6,371.95,3129554,117447314325000
2018-09-11,ADANIPORTS,373.9,377.85,363,364.65,2452935,90857468950000
2018-09-12,ADANIPORTS,366.7,377.45,364.8,376.05,3711887,137889832170000
2018-09-14,ADANIPORTS,376.8,385.9,376.1,380.1,2937705,111717965695000
2018-09-17,ADANIPORTS,377.3,384,376.3,380.8,1401771,53251821835000
2018-09-18,ADANIPORTS,383.6,388,377.1,379.55,2692099,103156351355000
2018-09-19,ADANIPORTS,382,382.1,371,372.4,2121141,79771768975000
2018-09-21,ADANIPORTS,373.05,379.75,316.55,361.75,3241191,117741055940000
2018-09-24,ADANIPORTS,364.35,366,338.5,345.85,3415863,119270824715000
2018-09-25,ADANIPORTS,345.1,349.45,324.3,337.95,5028005,169561279215000
2018-09-26,ADANIPORTS,340.5,344.9,330.6,338.55,3424347,115762942475000
2018-09-27,ADANIPORTS,338.55,344.95,330.15,335.25,4896009,165138894460000
2018-09-28,ADANIPORTS,335.25,341,326.5,328.9,4653499,156020149555000
2018-10-01,ADANIPORTS,328,334.4,320,330.35,4159563,135441627995000
2018-10-03,ADANIPORTS,327.3,338,326.4,329.75,4438442,147738764975000
2018-10-04,ADANIPORTS,324.7,329.4,314,317.05,4508937,144846947830000
2018-10-05,ADANIPORTS,317.1,318.4,298,301.8,7177862,220959999830000
2018-10-08,ADANIPORTS,301.8,305.6,294.1,304.35,5915306,178880953315000
2018-10-09,ADANIPORTS,304,324,302.5,318.75,5771005,181622901335000
2018-10-10,ADANIPORTS,318.7,332.9,316,327.1,2734052,88706756875000
2018-10-11,ADANIPORTS,320,324.85,311.1,313.5,2739752,87050077435000
2018-10-12,ADANIPORTS,317,327.85,317,323.15,2428109,78626230850000
2018-10-15,ADANIPORTS,326,326.4,315.15,321.25,1925052,61489444570000
2018-10-16,ADANIPORTS,323.4,335.8,321.9,333.35,4764262,155661942295000
2018-10-17,ADANIPORTS,337.5,339.3,309.6,313.9,3323311,108089841765000
2018-10-19,ADANIPORTS,313.95,320.25,305.35,315.35,2731598,85437575800000
2018-10-22,ADANIPORTS,318.7,324.9,308.95,315.4,4606057,147352791205000
2018-10-23,ADANIPORTS,317.35,320.7,311,319,3893139,123275930205000
2018-10-24,ADANIPORTS,325,329.4,307.4,314.15,7675048,243966131430000
2018-10-25,ADANIPORTS,311.9,312.9,298.7,305.6,4584103,139668996155000
2018-10-26,ADANIPORTS,307,310.55,301.45,304.1,4704344,143755348750000
2018-10-29,ADANIPORTS,305.1,327.95,303,326.4,5379930,172057481555000
2018-10-30,ADANIPORTS,324,335.4,320,322.6,4301781,140607293570000
2018-10-31,ADANIPORTS,324.6,324.95,313.25,318.85,6383757,203628827935000
2018-11-01,ADANIPORTS,322.7,326.6,313.9,318.3,5167082,164858860960000
2018-11-02,ADANIPORTS,321.7,340.15,319.4,333.6,7387791,244504373695000
2018-11-05,ADANIPORTS,334.45,334.45,326.7,329.55,3085488,101663605455000
2018-11-06,ADANIPORTS,331,337.45,323.15,325.6,5044028,166884484510000
2018-11-07,ADANIPORTS,329,329,324.35,326.2,301934,9864626695000
2018-11-09,ADANIPORTS,328,338.85,326.15,337.6,3522988,117708613725000
2018-11-12,ADANIPORTS,339,344.7,327.3,328.65,3573699,119458679615000
2018-11-13,ADANIPORTS,327.65,335,324.7,334.1,1738296,57638428160000
2018-11-14,ADANIPORTS,335.3,337,329.5,332,2981090,99274388405000
2018-11-15,ADANIPORTS,334,347.85,330,346.2,5293256,181388598085000
2018-11-16,ADANIPORTS,346,351.4,342,347.45,3619678,125508034860000
2018-11-19,ADANIPORTS,348.2,352,342.4,350.55,2321979,80534078445000
2018-11-20,ADANIPORTS,349.85,357.55,347,355.25,5778336,205066801660000
2018-11-21,ADANIPORTS,355.25,362.85,352.55,361.25,3161864,112982762075000
2018-11-22,ADANIPORTS,359.35,370.9,359.35,368.15,4446824,162972529840000
2018-11-26,ADANIPORTS,368.45,370.4,356,369.05,3906643,141751966945000
2018-11-27,ADANIPORTS,368.45,373,363.2,369.05,4995025,184259374740000
2018-11-28,ADANIPORTS,368.2,369,362.25,365.4,2583045,94338928170000
2018-11-29,ADANIPORTS,366.5,371.35,363.2,369.8,3425961,126020249760000
2018-11-30,ADANIPORTS,369.8,374.6,363.6,365.65,4137466,152028579860000
2018-12-03,ADANIPORTS,367.45,379.9,365,375.65,4303979,160142511725000
2018-12-04,ADANIPORTS,374.45,375.65,370.65,373.8,2615507,97602989800000
2018-12-05,ADANIPORTS,375,376.75,372.7,374.75,4847267,181684790730000
2018-12-06,ADANIPORTS,372.9,375.3,362.6,363.95,6200377,229819077985000
2018-12-07,ADANIPORTS,364.8,374.6,363.75,373.45,3286454,121503964040000
2018-12-10,ADANIPORTS,360.1,365.5,357.6,359.15,2917295,105506108955000
2018-12-11,ADANIPORTS,347,363.55,347,355.75,6177739,219397266835000
2018-12-12,ADANIPORTS,357,376.15,355.55,374.45,2845017,104584021990000
2018-12-13,ADANIPORTS,374.9,376.45,370,371.05,2369770,88081768700000
2018-12-14,ADANIPORTS,370,371.15,367,368.6,2380991,87818463355000
2018-12-17,ADANIPORTS,369.15,377.6,369.15,371.4,3175781,118293087085000
2018-12-18,ADANIPORTS,369,374.35,365,372.9,2687027,99161903135000
2018-12-19,ADANIPORTS,373.9,377.35,372,375.85,1607147,60312757935000
2018-12-20,ADANIPORTS,374.2,376.85,369,375.15,2746343,102345141425000
2018-12-21,ADANIPORTS,374.3,379.5,359.15,361.1,10909545,397753126075000
2018-12-24,ADANIPORTS,361.25,366.75,358.3,361.1,2268806,82157012415000
2018-12-26,ADANIPORTS,360.2,378.5,357.5,376.55,4519020,166596030375000
2018-12-27,ADANIPORTS,379.25,385.8,373.65,384,5043675,191875745950000
2018-12-28,ADANIPORTS,384.95,390.75,384,387.4,3282766,127360885245000
2018-12-31,ADANIPORTS,387.2,389.95,385.65,387.7,2062181,80025166490000
2019-01-01,ADANIPORTS,386.3,390.9,384.05,389,1233249,47663788680000
2019-01-02,ADANIPORTS,388,388.95,378,381.3,1506543,57823877770000
2019-01-03,ADANIPORTS,382.4,385.3,376.6,378.1,1902063,72345249585000
2019-01-04,ADANIPORTS,378.65,383.95,375.85,382.15,1669709,63515973045000
2019-01-07,ADANIPORTS,385,386.95,379.35,381.65,1260331,48246137610000
2019-01-08,ADANIPORTS,383,383,375.75,378.75,2154121,81546061970000
2019-01-09,ADANIPORTS,382,382,373.3,377.3,1166498,44069177805000
2019-01-10,ADANIPORTS,377.95,381.8,376.95,380.25,1286641,48882129095000
2019-01-11,ADANIPORTS,380.3,381,375.1,377.15,1829555,69069464070000
2019-01-14,ADANIPORTS,377,377,372.4,374.45,927301,34719602895000
2019-01-15,ADANIPORTS,375,386,375,385.15,1965520,74894344860000
2019-01-16,ADANIPORTS,385.3,390.7,379.2,389.3,2847403,109400292410000
2019-01-17,ADANIPORTS,391.2,395.45,386.5,394.5,4156932,162721666520000
2019-01-18,ADANIPORTS,396.5,399.95,392.25,399.3,3617922,143642170265000
2019-01-21,ADANIPORTS,397.5,402.7,392.1,396.2,2563705,101813946595000
2019-01-22,ADANIPORTS,393.4,394.7,387.1,390.6,3328908,130113588680000
2019-01-23,ADANIPORTS,390,392,383.6,385.2,3653992,141600739990000
2019-01-24,ADANIPORTS,386,386.5,377.6,380.95,3633336,138372645755000
2019-01-25,ADANIPORTS,382.5,383.75,372.25,373.85,4760625,180655015335000
2019-01-28,ADANIPORTS,374.95,375.35,292.1,326.1,15177384,507919212170000
2019-01-29,ADANIPORTS,330,354.6,327.6,349.25,9816333,334929847625000
2019-01-30,ADANIPORTS,349.05,349.05,335.6,338.15,7672859,262172658895000
2019-01-31,ADANIPORTS,339.9,341.7,330.2,338.65,6403921,214621622085000
2019-02-01,ADANIPORTS,339.9,346.8,333.35,338.45,3119675,106231566485000
2019-02-04,ADANIPORTS,337.25,338.8,329.05,335.65,4517829,150821140640000
2019-02-05,ADANIPORTS,333.1,340.95,330.75,339.8,3262960,109954691850000
2019-02-06,ADANIPORTS,338.8,341.8,318.85,330.35,6687853,221364124285000
2019-02-07,ADANIPORTS,330.55,336.35,322.6,332.35,4871712,161256264230000
2019-02-08,ADANIPORTS,333,336.5,328,331.5,2915806,96940704615000
2019-02-11,ADANIPORTS,332.95,333.95,318.4,328.8,3783848,123698458060000
2019-02-12,ADANIPORTS,328.8,329.95,323.25,326.8,4496913,146760333405000
2019-02-13,ADANIPORTS,328.15,349.45,328.15,341.65,17852712,607538134810000
2019-02-14,ADANIPORTS,342,352.2,340.05,349.1,6612759,229967659870000
2019-02-15,ADANIPORTS,347.55,352.9,347.3,350.15,7728519,270896320730000
2019-02-18,ADANIPORTS,348,352.9,345.55,347.3,6875440,239894360585000
2019-02-19,ADANIPORTS,347.5,348.5,337.55,339.55,3300497,113713999785000
2019-02-20,ADANIPORTS,342,356.35,340.95,354.75,4885571,171141636935000
2019-02-21,ADANIPORTS,352.1,359.25,350.8,355.75,4089677,145179220085000
2019-02-22,ADANIPORTS,353.55,358.6,352.7,354.3,1719606,61133722605000
2019-02-25,ADANIPORTS,329,339.55,320.6,324.55,21795407,713973842265000
2019-02-26,ADANIPORTS,324,326.5,315.75,323.5,14243781,459571528150000
2019-02-27,ADANIPORTS,326.55,332.3,322.6,325.25,5738757,187977827580000
2019-02-28,ADANIPORTS,328.7,329.7,325.15,325.85,5059506,165165761435000
2019-03-01,ADANIPORTS,328.8,334.8,327,333.2,4756894,158249504055000
2019-03-05,ADANIPORTS,333.25,340.5,330.5,339.25,5098498,171600468395000
2019-03-06,ADANIPORTS,342.5,349.2,334.05,337.05,7949482,271927724920000
2019-03-07,ADANIPORTS,338,342.5,335,340.9,3047318,103552845275000
2019-03-08,ADANIPORTS,340.9,342.95,338.1,342.15,2265000,77175701540000
2019-03-11,ADANIPORTS,343.2,352.9,342.15,351.3,2918059,101781960965000
2019-03-12,ADANIPORTS,352.55,365.15,351.6,361.05,5386817,193631767660000
2019-03-13,ADANIPORTS,361.45,369.4,357.8,367.15,3888377,141785770225000
2019-03-14,ADANIPORTS,367,369.2,360.2,366,1775804,64784638415000
2019-03-15,ADANIPORTS,366.25,368.95,361.5,367.1,3057825,111914985875000
2019-03-18,ADANIPORTS,365.05,375.8,365.05,369,3037029,112776361475000
2019-03-19,ADANIPORTS,370,372,362.5,365.75,1933040,70703840785000
2019-03-20,ADANIPORTS,367,367.55,359.5,360.6,2925322,106114485655000
2019-03-22,ADANIPORTS,359.6,362,355.3,360.75,3229387,115946453990000
2019-03-25,ADANIPORTS,358.9,363,353.15,361.35,3162063,113782722095000
2019-03-26,ADANIPORTS,361.35,369.85,361.35,368.6,2657710,97367549085000
2019-03-27,ADANIPORTS,367.2,371.7,364.2,366.3,2965654,109292761970000
2019-03-28,ADANIPORTS,368.85,382.65,366.3,381.3,5909606,223162222090000
2019-03-29,ADANIPORTS,383.3,385.9,375.5,378.15,4126878,156628888885000
2019-04-01,ADANIPORTS,380.95,386.5,378.8,383.05,2479521,94894084830000
2019-04-02,ADANIPORTS,383,386,377.5,379.7,1825681,69559188605000
2019-04-03,ADANIPORTS,380.3,386.3,380,382,2701443,103531237215000
2019-04-04,ADANIPORTS,382,382.05,374.7,380.2,1909852,72373802195000
2019-04-05,ADANIPORTS,379,388.9,377.4,387.15,2443633,94208284780000
2019-04-08,ADANIPORTS,388.3,388.3,375.15,379.9,2624528,99769320885000
2019-04-09,ADANIPORTS,379.75,381.6,373,380.7,1542463,58176299525000
2019-04-10,ADANIPORTS,378.4,385.4,375.2,383.45,2067637,78986819635000
2019-04-11,ADANIPORTS,382.5,383,377.5,379.45,1621369,61519242170000
2019-04-12,ADANIPORTS,379.2,387,377.3,385.65,2146541,82569392550000
